em,one_five,two,three,four
2438.43843844,1.0042019395539585,0.9150552015764153,0.33483818518957076,0.09479406930203062
2444.44444444,1.0042870666031638,0.9161178722901261,0.33646985345631414,0.09529745289041684
2450.45045045,1.004370691869671,0.9171721126380495,0.33810467687903045,0.09580280465549379
2456.45645646,1.0044528381064273,0.9182179504575427,0.33974262937797384,0.0963101278386235
2462.46246246,1.0045335277974763,0.9192554139889213,0.3413836847004121,0.09681942565912983
2468.46846847,1.0046127831596767,0.9202845318690905,0.3430278164218462,0.0973307013141276
2474.47447447,1.0046906261444366,0.9213053331251682,0.34467499794724554,0.0978439579783519
2480.48048048,1.0047670784394667,0.9223178471681006,0.3463252025122988,0.09835919880398745
2486.48648649,1.0048421614705483,0.9233221037862739,0.34797840318468065,0.09887642692049825
2492.49249249,1.0049158964033182,0.9243181331391198,0.34963457286533384,0.09939564543445711
2498.4984985,1.004988304145068,0.9253059657507196,0.3512936842897667,0.09991685742937563
2504.5045045,1.0050594053465576,0.9262856325034056,0.35295571002936627,0.10044006596553409
2510.51051051,1.0051292204038431,0.927257164631362,0.3546206224927262,0.10096527407981165
2516.51651652,1.0051977694601169,0.9282205937142268,0.3562883939269902,0.10149248478551665
2522.52252252,1.00526507240756,0.9291759516706948,0.3579589964192104,0.10202170107221711
2528.52852853,1.0053311488892078,0.930123270752124,0.35963240189772055,0.10255292590557148
2534.53453453,1.0053960183008241,0.931062583536146,0.36130858213352407,0.10308616222715947
2540.54054054,1.005459699792788,0.9319939229202817,0.36298750874169683,0.10362141295431315
2546.54654655,1.0055222122719898,0.9329173221155631,0.3646691531828045,0.10415868097994833
2552.55255255,1.0055835744037351,0.933832814640163,0.3663534867643346,0.10469796917239603
2558.55855856,1.0056438046136602,0.9347404343130332,0.3680404806421423,0.10523928037523424
2564.56456456,1.0057029210896518,0.9356402152475524,0.3697301058219112,0.10578261740711996
2570.57057057,1.0057609417837778,0.9365321918451849,0.3714223331606277,0.10632798306162142
2576.57657658,1.0058178844142227,0.9374163987891516,0.3731171333680697,0.10687538010705058
2582.58258258,1.00587376646723,0.9382928710381135,0.3748144770083087,0.10742481128629593
2588.58858859,1.0059286051990501,0.9391616438198696,0.3765143345012264,0.10797627931665549
2594.59459459,1.0059824176378946,0.9400227526250695,0.37821667612404414,0.10852978688967015
2600.6006006,1.0060352205858931,0.9408762332009433,0.37992147201286625,0.10908533667095727
2606.60660661,1.0060870306210565,0.9417221215450469,0.3816286921642367,0.10964293130004457
2612.61261261,1.0061378640992422,0.942560453899027,0.3833383064367091,0.11020257339020437
2618.61861862,1.006187737156123,0.9433912667424046,0.385050284552429,0.11076426552828807
2624.62462462,1.0062366657091593,0.9442145967863789,0.38676459609873065,0.11132801027456102
2630.63063063,1.006284665459572,0.945030480967652,0.3884812105297449,0.11189381016253769
2636.63663664,1.0063317518943184,0.9458389564422759,0.3902000971680209,0.11246166769881717
2642.64264264,1.0063779402880686,0.946640060579523,0.3919212252061601,0.11303158536291905
2648.64864865,1.0064232457051823,0.9474338309557797,0.393644563708462,0.1136035656071196
2654.65465465,1.0064676830016868,0.9482203053484655,0.3953700816125832,0.11417761085628839
2660.66066066,1.0065112668272536,0.9489995217299776,0.3970977477312076,0.11475372350772522
2666.66666667,1.0065540116271752,0.9497715182616624,0.398827530753729,0.11533190593099749
2672.67267267,1.0065959316443407,0.9505363332878144,0.4005593992479455,0.11591216046777783
2678.67867868,1.0066370409212098,0.9512940053297037,0.40229332166176524,0.11649448943168232
2684.68468468,1.006677353301784,0.9520445730796322,0.4040292663249241,0.117078895108109
2690.69069069,1.0067168824335777,0.9527880753950209,0.4057672014507141,0.11766537975407673
2696.6966967,1.0067556417695835,0.9535245512925269,0.4075070951377237,0.1182539455980647
2702.7027027,1.0067936445702372,0.954254039942193,0.40924891537158853,0.1188445948398521
